,sentence,label,idx
2089,"I kicked him the ball, but the wind blew it astray.",0,2089
2090,"I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.",0,2090
2091,"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.",1,2091
2092,"Lewis shipped Sam a bicycle, but it never arrived.",0,2092
2093,"Lewis sent Sam a bicycle, but it never arrived.",0,2093
2094,"The police read the detainees' rights to them, but not a single one was paying attention.",0,2094
2095,"I wrote a letter to Blair, but I tore it up before I sent it.",1,2095
2096,"The police read the detainees their rights, but not a single one was paying attention.",0,2096
2097,"I wrote Blair a letter, but I tore it up before I sent it.",1,2097
2098,"Ann copied the manuscript, but she didn't finish it.",1,2098
2099,Alex read the newspaper for an hour.,1,2099
2100,Alex read the newspaper in an hour.,0,2100
2101,I lent the book halfway to Tony.,1,2101
2102,I lent the book all the way to Tony.,0,2102
2103,I lent the book most of the way to Tony.,0,2103
2104,I lent Tony the book partway.,1,2104
2105,I lent Tony the book halfway.,1,2105
2106,I lent Tony the book all the way.,0,2106
2107,I lent Tony the book most of the way.,0,2107
2108,Robin arrived partway at the station.,0,2108
2109,Robin arrived all the way at the station.,0,2109
2110,Robin arrived most of the way at the station.,1,2110
2111,The old dog died partway.,0,2111
2112,The old dog died halfway.,0,2112
2113,The old dog died all the way.,1,2113
2114,"Sandy taught the children the alphabet, but only got as far as the letter `` r ''.",0,2114
2115,"Maxine read the children Goodnight Moon, but they fell asleep before she got to the end.",0,2115
2116,Interviewing Richard Nixon gave Norman Mailer a book.,0,2116
2117,Nixon's behavior gave Mailer an idea for a book.,1,2117
2118,Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.,0,2118
2119,We gave a fresh coat of paint to the house.,1,2119
2120,The five `` soundscape '' pieces gave a festive air to Park Square.,0,2120
2121,Gordie Gillespie still can give a piece of his mind to the umps.,0,2121
2122,I sent the salesman to the devil.,1,2122
2123,I sent the devil the salesman.,1,2123
2124,Nixon's behavior gave an idea for a book to every journalist living in New York.,1,2124
2125,The music lent a festive air to the party.,0,2125
2126,It is very difficult to get an idea for a book simply from an interview.,1,2126
2127,"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.",1,2127
2128,"`` Doing my taxes '' gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine.",0,2128
2129,Lopez says that he has done more than simply give a fresh coat of paint to the site.,0,2129
2130,I think it's time you give your lovely illness to someone else!,1,2130
2131,Sharon sprayed the plants with water.,0,2131
2132,The farmer loaded apples into the cart.,0,2132
2133,Monica covered a blanket over the baby.,0,2133
2134,Monica covered the baby with a blanket.,0,2134
2135,Carla poured lemonade into the pitcher.,1,2135
2136,Carla poured the pitcher with lemonade.,1,2136
2137,The farmer dumped apples into the cart.,1,2137
2138,The window broke.,1,2138
2139,The little boy broke the window.,1,2139
2140,A rabbit appeared out of the magician's hat.,1,2140
2141,The magician appeared a rabbit out of his hat.,1,2141
2142,Martha carved a toy out of wood for the baby.,0,2142
2143,Martha carved some wood into a toy for the baby.,1,2143
2144,Martha carved the baby some wood into a toy.,0,2144
2145,Margaret cut the bread.,1,2145
2146,Janet broke the vase.,1,2146
2147,Terry touched the cat.,0,2147
2148,Carla hit the door.,1,2148
2149,Crystal vases break easily.,1,2149
2150,Cats touch easily.,1,2150
2151,Door frames hit easily.,1,2151
2152,Margaret cut at the bread.,0,2152
2153,Janet broke at the vase.,1,2153
2154,Terry touched at the cat.,0,2154
2155,Carla hit at the door.,0,2155
2156,Margaret cut Bill's arm.,1,2156
2157,Margaret cut Bill on the arm.,1,2157
2158,Janet broke Bill's finger.,1,2158
2159,Terry touched Bill's shoulder.,1,2159
2160,Terry touched Bill on the shoulder.,1,2160
2161,Carla hit Bill's back.,0,2161
2162,Carla hit Bill on the back.,1,2162
2163,Jean moved the table.,1,2163
2164,Jean moved at the table.,0,2164
2165,Margaret cut the string.,1,2165
2166,The string cut.,1,2166
2167,The cat touched.,0,2167
2168,The door hit.,0,2168
2169,a The butcher cuts the meat.,0,2169
2170,The meat cuts easily.,1,2170
2171,Janet broke the crystal.,1,2171
2172,Crystal breaks at the slightest touch.,1,2172
2173,Kelly adores French fabrics.,1,2173
2174,French fabrics adore easily.,0,2174
2175,Joan knew the answer.,1,2175
2176,The answer knows easily.,1,2176
2177,Bill pounded the metal.,0,2177
2178,Bill pounded the metal fiat.,0,2178
2179,This metal won't pound flat.,1,2179
2180,The cup broke.,1,2180
2181,They gave the bicycle to me.,1,2181
2182,The bicycle gave to me.,1,2182
2183,The bread cut.,1,2183
2184,The magician appeared a dove from his sleeve.,0,2184
2185,Sylvia jumped the horse over the fence.,0,2185
2186,The horse jumped over the fence.,0,2186
2187,The scientist ran the rats through the maze.,1,2187
2188,The rats ran through the maze.,1,2188
2189,The bell rang.,0,2189
2190,They stood the statue on the pedestal.,0,2190
2191,The statue stood on the pedestal.,1,2191
2192,The army lodged the soldiers in the schoolhouse.,0,2192
2193,Heat radiates from the sun.,0,2193
2194,The sun radiates heat.,0,2194
2195,The departing passenger waved at the crowd.,0,2195
2196,Jennifer craned.,1,2196
2197,I shaved my face.,1,2197
2198,I shaved.,0,2198
2199,Celia braided her hair.,0,2199
2200,Celia braided.,1,2200
2201,Tessa sprained.,1,2201
2202,Jill dressed hurriedly.,1,2202
2203,I shaved myself.,1,2203
2204,Celia brushed.,0,2204
2205,Tessa cut herself.,1,2205
2206,Tessa cut.,1,2206
2207,We loaded ourselves onto the bus.,1,2207
2208,We loaded onto the bus.,0,2208
2209,We pulled ourselves free.,0,2209
2210,Anne met Cathy.,0,2210
2211,Anne and Cathy met.,1,2211
2212,Brenda chatted Molly.,0,2212
2213,Brenda and Molly chatted.,1,2213
2214,The drunk hugged the lamppost.,1,2214
2215,The drunk and the lamppost hugged.,0,2215
2216,Italy touches France.,0,2216
2217,Italy and France touch.,1,2217
2218,Ellen argued Helen.,1,2218
2219,Ellen and Helen argued.,1,2219
2220,The sign warned us against skating on the pond.,0,2220
2221,The sign warned against skating on the pond.,0,2221
2222,for discussion of the same phenomenon in Russian.,0,2222
2223,That dog bites people.,0,2223
2224,That dog bites.,1,2224
2225,I cut the bread with this knife.,0,2225
2226,This knife cut the bread.,0,2226
2227,This knife doesn't cut.,1,2227
2228,These shears clip well.,1,2228
2229,This machine records well.,1,2229
2230,This oven cooks well.,1,2230
2231,"This lotion softens, soothes, and protects.",0,2231
2232,"This polish cleans, protects, and shines.",0,2232
2233,This key won't open.,1,2233
2234,This key won't open the Jock.,0,2234
2235,This hammer won't break.,1,2235
2236,This hammer won't break the window.,1,2236
2237,They pushed their way through the crowd.,0,2237
2238,They pushed through the crowd.,1,2238
2239,Bake for 30 minutes.,1,2239
2240,Like the ice cream.,1,2240
2241,Like after tasting.,0,2241
2242,Paula hit the fence.,0,2242
2243,Paula hit at the fence.,1,2243
2244,Faustina sprayed the lilies.,0,2244
2245,Janet broke at the bread.,0,2245
2246,I pushed the table.,1,2246
2247,I pushed at the table.,1,2247
2248,I pushed on the table.,0,2248
2249,I pushed against the table.,0,2249
2250,The mouse nibbled the cheese.,0,2250
2251,The mouse nibbled at the cheese.,1,2251
2252,The mouse nibbled on the cheese.,1,2252
2253,Monica moved at the cat.,0,2253
2254,Martha climbed up the mountain.,0,2254
2255,Martha climbed the mountain.,1,2255
2256,They skated along the canals.,1,2256
2257,They skated the canals.,0,2257
2258,The spaceship revolves around the earth.,0,2258
2259,The spaceship revolves the earth.,0,2259
2260,Martha slowly descended the stairs.,0,2260
2261,Jill met Sarah.,0,2261
2262,Jill embraced Sarah.,1,2262
2263,Bill sold Tom a car.,1,2263
2264,Bill sent a package London.,0,2264
2265,Bill sent Tom a package.,1,2265
2266,Bill sent London a package.,1,2266
2267,Martha carved a toy for the baby.,0,2267
2268,Martha carved the baby a toy.,0,2268
2269,The architect selected a house for the couple.,1,2269
2270,Jack sprayed paint on the wall.,1,2270
2271,Jack sprayed the wall with paint.,0,2271
2272,June covered the blanket over the baby.,0,2272
2273,June covered the baby with a blanket.,0,2273
2274,Tamara poured the bowl with water.,1,2274
2275,Henry cleared dishes from the table.,0,2275
2276,Henry cleared the table of dishes.,1,2276
2277,The thief stole the painting from the museum.,0,2277
2278,The thief stole the museum of the painting.,0,2278
2279,The doctor cured Pat of pneumonia.,0,2279
2280,Helen wiped the wall.,1,2280
2281,Helen wiped the wall of fingerprints.,0,2281
2282,Bees are swarming in the garden.,0,2282
2283,The garden is swarming with bees.,1,2283
2284,People are seething in the square.,0,2284
2285,The pasture is herding with cattle.,0,2285
2286,Clouds cleared from the sky.,0,2286
2287,The sky cleared.,0,2287
2288,Martha carved the piece of wood into a toy.,0,2288
2289,David constructed a house out of.,1,2289
2290,David constructed a house from bricks.,0,2290
2291,David constructed the bricks into a house.,1,2291
2292,I whipped the eggs into a froth.,1,2292
2293,The witch turned him into a frog.,1,2293
2294,The witch turned him from a prince.,1,2294
2295,An oak tree will grow from that acorn.,1,2295
2296,The witch turned him from a prince into a frog.,0,2296
2297,Martha carved the piece of wood from a branch into a toy.,0,2297
2298,I whipped the eggs from a puddle into a froth.,1,2298
2299,He turned from a prince into a frog.,0,2299
2300,That acorn will grow from a seed into an oak tree.,1,2300
2301,The car collided with the fence.,1,2301
2302,I separated the yolk from the white.,0,2302
2303,I separated the yolk and the white.,0,2303
2304,I mixed the sugar and the butter.,0,2304
2305,I confused Maria with Anna.,1,2305
2306,I confused Maria and Anna.,0,2306
2307,Linda taped the label to the cover.,0,2307
2308,Linda taped the label and the cover.,0,2308
2309,Harriet alternated folk songs with pop songs.,0,2309
2310,Harriet alternated folk songs and pop songs together.,0,2310
2311,I broke the twig and the branch apart.,1,2311
2312,I detached the handle and the box apart.,0,2312
2313,Brenda agreed with Molly.,1,2313
2314,Brenda and Molly agreed.,0,2314
2315,The oil separated from the vinegar.,1,2315
2316,The oil and vinegar separated.,1,2316
2317,Bill married with Kathy.,1,2317
2318,Bill and Kathy married.,1,2318
2319,The twig broke off of the branch.,1,2319
2320,The twig and the branch broke.,0,2320
2321,The eggs and the cream mixed together.,0,2321
2322,Plays and ballets alternate together.,0,2322
2323,The twig and the branch broke apart.,0,2323
2324,The yolk and the white separated apart.,1,2324
2325,The judge presented the winner with a prize.,0,2325
2326,The judge offered a prize to the winner.,1,2326
2327,The judge offered the winner with a prize.,0,2327
2328,The judge saddled a prize to the winner.,0,2328
2329,The judge saddled the winner with a prize.,0,2329
2330,The jeweller inscribed the name on the ring.,1,2330
2331,The jeweller inscribed the ring with the name.,0,2331
2332,The jeweller copied the name on the ring.,1,2332
2333,The jeweller copied the ring with the name.,1,2333
2334,The jeweller decorated the name on the ring.,1,2334
2335,The jeweller decorated the ring with the name.,0,2335
2336,Brian hit the fence with the stick.,0,2336
2337,Don swatted the mosquito with the newspaper.,1,2337
2338,Alison pierced the cloth with a needle.,1,2338
2339,Paula hit the fence with the stick.,1,2339
2340,Mira blamed the accident on Terry.,0,2340
2341,Mira blamed Terry for the accident.,0,2341
2342,Mira condemned the accident on Terry.,0,2342
2343,Ida hunted the woods for deer.,0,2343
2344,Ida hunted for deer in the woods.,1,2344
2345,Ida hunted deer in the woods.,1,2345
2346,Melissa searched the papers for a clue.,0,2346
2347,Melissa searched for a clue in the papers.,1,2347
2348,Melissa searched a clue in the papers.,1,2348
2349,I stalked the woods for game.,1,2349
2350,I stalked for game in the woods.,1,2350
2351,I stalked game in the woods.,0,2351
2352,We investigated for bombs in the area.,1,2352
2353,We investigated bombs in the area.,0,2353
2354,We rummaged the desk for papers.,1,2354
2355,We rummaged through the desk for papers.,1,2355
2356,We rummaged papers through the desk.,1,2356
2357,I sought the woods for game.,1,2357
2358,I sought for game in the woods.,0,2358
2359,Selina touched the horse on the back.,0,2359
2360,Selina touched the horse's back.,0,2360
2361,The horse kicked Penny in the shin.,0,2361
2362,The horse kicked Penny's shin.,1,2362
2363,Alison poked Daisy in the ribs.,0,2363
2364,Alison poked Daisy's ribs.,0,2364
2365,The horse broke Penny in the shin.,0,2365
2366,The horse broke Penny's shin.,1,2366
2367,The glass cut Rachel in the toe.,1,2367
2368,The glass cut Rachel's toe.,1,2368
2369,They praised the volunteers' dedication.,0,2369
2370,They praised the volunteers for their dedication.,0,2370
2371,I admired him for his courage.,0,2371
2372,The inspector analyzed the building's soundness.,0,2372
2373,The inspector analyzed the building for its soundness.,0,2373
2374,I sensed him for his eagerness.,1,2374
2375,I admired his honesty.,0,2375
2376,I admired the honesty in him.,0,2376
2377,I admired him for his honesty.,0,2377
2378,I sensed the eagerness in him.,0,2378
2379,They praise the dedication in the volunteers.,1,2379
2380,Mark terrified me with his single mindedness.,1,2380
2381,Mark's single mindedness terrified me.,0,2381
2382,The clown amused the children with his antics.,0,2382
2383,The clown's antics amused the children.,0,2383
2384,Meat fell in price.,1,2384
2385,The price of meat fell.,1,2385
2386,The president appointed Smith press secretary.,1,2386
2387,The president appointed Smith as press secretary.,0,2387
2388,Angela characterized Shelly a lifesaver.,0,2388
2389,Angela characterized Shelly as a lifesaver.,0,2389
2390,The captain named the ship as Seafarer.,0,2390
2391,The world saw the beginning of a new era in 1492.,1,2391
2392,1492 saw the beginning of a new era.,0,2392
2393,I dried the clothes in the sun.,1,2393
2394,The sun dried the clothes.,0,2394
2395,David broke the window with a hammer.,1,2395
2396,The spoon ate the ice cream.,1,2396
2397,The crane loaded the truck.,0,2397
2398,The pitchfork loaded the truck.,0,2398
2399,He established his innocence with the letter.,0,2399
2400,The letter established his innocence.,1,2400
2401,I filled the pail with water.,0,2401
2402,Water filled the pail.,0,2402
2403,We sleep five people in each room.,0,2403
2404,Each room sleeps five people.,1,2404
2405,I incorporated the new results into the paper.,1,2405
2406,The paper incorporates the new results.,0,2406
2407,That whole wheat flour bakes wonderful bread.,1,2407
2408,Those new bricks constructed a house.,1,2408
2409,I bought you a ticket for $5.,0,2409
2410,$5 will buy a ticket.,1,2410
2411,$5 will buy you a ticket.,1,2411
2412,"The contractor will build a house for $ 100,000.",1,2412
2413,"The contractor will build you a house for $ 100,000.",0,2413
2414,"$ 100,000 will build you a house.",1,2414
2415,"$ 100,000 will build a house.",1,2415
2416,The middle class will benefit from the new tax laws.,1,2416
2417,The new tax laws will benefit the middle class.,1,2417
2418,The middle class will gain from the new tax laws.,0,2418
2419,The new tax Jaws will gain the middle class.,0,2419
2420,The butcher cuts the meat.,1,2420
2421,The butler polished the silver.,0,2421
2422,This silver polishes itself.,0,2422
2423,The audience watched the movie.,1,2423
2424,This movie just watches itself.,0,2424
2425,This window just opens itself.,1,2425
2426,The heat melted the ice cream.,1,2426
2427,This ice cream just melts itself.,0,2427
2428,This book just sells itself.,1,2428
2429,I presented a solution to the problem yesterday.,0,2429
2430,A solution to the problem presented itself yesterday.,0,2430
2431,The cook sliced the mushrooms.,0,2431
2432,The mushrooms were sliced by the cook.,1,2432
2433,Columbus believed the earth to be round.,1,2433
2434,Columbus believed that the earth was round.,1,2434
2435,It was believed that the earth was round.,1,2435
2436,The police kept tabs on the suspect.,1,2436
2437,Tabs were kept on the suspect.,1,2437
2438,The lax supervision was taken advantage of.,0,2438
2439,This bed was slept in by George Washington.,1,2439
2440,Tuesday was slept on by George Washington.,0,2440
2441,The horizon was appeared on by a pirate ship.,1,2441
2442,The pillow remained stuffed with feathers.,0,2442
2443,A flowering plant is on the windowsill.,0,2443
2444,There is a flowering plant on the windowsill.,1,2444
2445,A problem developed.,1,2445
2446,There developed a problem.,0,2446
2447,A ship appeared on the horizon.,1,2447
2448,There appeared a ship on the horizon.,0,2448
2449,There appeared the ship on the horizon.,1,2449
2450,A little boy darted into the room.,1,2450
2451,There darted into the room a little boy.,0,2451
2452,A little boy ran in the yard.,0,2452
2453,There ran a little boy in the yard.,0,2453
2454,An ancient treasure trove was found in this cave.,0,2454
2455,There was found in this cave an ancient treasure trove.,0,2455
2456,Suddenly an ugly old man entered the hall.,0,2456
2457,Suddenly there entered the hall an ugly old man.,1,2457
2458,A lot of snow melted on the streets of Chicago.,1,2458
2459,There melted a lot of snow on the streets of Chicago.,0,2459
2460,On the windowsill is a flowering plant.,1,2460
2461,In the woods lives an old woman.,0,2461
2462,A cat jumped onto the table.,0,2462
2463,A cat jumped on the table.,0,2463
2464,On the table jumped a cat.,0,2464
2465,A choir sang in the church.,1,2465
2466,In the church sang a choir.,1,2466
2467,In this cave was found an ancient treasure trove.,1,2467
2468,A violent demonstration took place in the main square.,0,2468
2469,On the streets of Chicago melted a lot of snow.,0,2469
2470,Sarah smiled.,0,2470
2471,Sarah sang.,1,2471
2472,Sarah sang a song.,0,2472
2473,Sarah sang a ballad.,0,2473
2474,Sarah sang an aria.,1,2474
2475,Sarah sang a hymn.,0,2475
2476,Sarah sang the anthem.,1,2476
2477,Heather snorted.,1,2477
2478,Kelly buttered the bread.,1,2478
2479,Kelly buttered the bread with butter.,1,2479
2480,Kelly buttered the bread with unsalted butter.,1,2480
2481,Linda taped the box with two-sided tape.,1,2481
2482,The men were able to mine more gold.,0,2482
2483,Lydia pocketed the change in her pocket.,0,2483
2484,The cook boned the fish of bones.,0,2484
2485,The cook boned the fish of its backbone.,1,2485
2486,Pauline smiled her thanks.,0,2486
2487,Sandra beamed.,1,2487
2488,A cheerful welcome was beamed by Sandra.,1,2488
2489,She mumbled.,1,2489
2490,She mumbled her adoration.,0,2490
2491,They shopped their way around New York.,1,2491
2492,He worked his way through the book.,0,2492
2493,She stipulated her way out of the problem.,0,2493
2494,The boy pushed his way through the crowd.,1,2494
2495,The explorers cut their way through the jungle.,1,2495
2496,The children came their way to the party.,0,2496
2497,The flower bloomed its way to a prize.,1,2497
2498,They disappeared their way off the stage.,0,2498
2499,The silversmith pounded the metal flat.,1,2499
2500,The silversmith pounded on the metal flat.,1,2500
2501,Pauline hammered the metal flat.,0,2501
2502,Jasmine pushed the door open.,0,2502
2503,The guests drank the teapot dry.,0,2503
2504,Amanda burned the stove black.,1,2504
2505,Belinda walked the soles off her shoes.,1,2505
2506,Philippa cried herself to sleep.,0,2506
2507,The river froze solid.,0,2507
2508,The door slid shut.,0,2508
2509,The metal was hammered flat.,1,2509
2510,The door was pushed open.,1,2510
2511,Philippa cried her eyes dry.,1,2511
2512,The dog smelled the flower bed bare.,0,2512
2513,The teacher hated the pupils angry.,0,2513
2514,Willa arrived breathless.,1,2514
2515,Sharon brought Willa breathless.,1,2515
2516,This list includes my name on itself.,0,2516
2517,Fanny pulled the blanket over herself.,1,2517
2518,Fanny pulled the blanket over her.,1,2518
2519,The truck rumbled.,1,2519
2520,The truck rumbled into the driveway.,1,2520
2521,Audrey tiptoed to the door.,0,2521
2522,The couple waltzed to the window.,1,2522
2523,The clown wobbled down the hall.,1,2523
2524,Leona pushed the cart to the market.,0,2524
2525,It is rumored that he left town.,1,2525
2526,They rumor that he left town.,1,2526
2527,The politician perjured his aide.,0,2527
2528,Jennifer craned her neck.,0,2528
2529,Jennifer craned his neck.,1,2529
2530,Jennifer craned her arm.,0,2530
2531,They've got it made.,1,2531
2532,The teacher meant well.,0,2532
2533,The teacher meant.,1,2533
2534,The horse wouldn't budge.,1,2534
2535,Would the horse budge if you pushed?,1,2535
2536,The horse budged.,0,2536
2537,I put the book to Sally.,1,2537
2538,I put the book from Edna.,0,2538
2539,I put the book from Edna to Sally.,0,2539
2540,I put books on the table.,0,2540
2541,I put the table with the books.,1,2541
2542,I put the table with books.,1,2542
2543,I put the books on the table.,0,2543
2544,The books put on the table easily.,0,2544
2545,The books put on the table.,1,2545
2546,I put on the table.,0,2546
2547,Cheryl stood the books next to the magazines.,1,2547
2548,Cheryl stood the books on the shelf.,1,2548
2549,Cheryl stood the books from Edna.,0,2549
2550,Cheryl stood the books from Edna to Sarah.,0,2550
2551,Cheryl stood the shelf with books.,1,2551
2552,Cheryl stood the shelf with the books.,1,2552
2553,Cheryl stood the tall books on the table.,1,2553
2554,Tall books stand on tables easily.,1,2554
2555,Cheryl stood the books on the table.,0,2555
2556,The books stood on the table.,0,2556
2557,Cheryl stood on the table.,1,2557
2558,I funneled the mixture into the bottle.,0,2558
2559,I funneled the mixture to Rina.,0,2559
2560,I funneled the mixture from Edna to Rina.,0,2560
2561,I funneled the bottle with the mixture.,0,2561
2562,The mixture funnels easily.,1,2562
2563,The mixture funnels.,0,2563
2564,I funneled the mixture.,1,2564
2565,I funneled into the bottle.,0,2565
2566,I lifted the books.,0,2566
2567,I lifted the book onto the table.,0,2567
2568,I lifted the book onto the out of the box.,1,2568
2569,I lifted the books from the floor to the table.,0,2569
2570,I lifted the books onto the table.,0,2570
2571,I lifted the table with the books.,1,2571
2572,I lifted the books to him.,1,2572
2573,I lifted the books up to him.,1,2573
2574,I lifted him up the books.,0,2574
2575,I lifted onto the table.,1,2575
2576,Tamara poured water into the bowl.,0,2576
2577,Tamara poured water over the flowers.,1,2577
2578,Tamara poured water out of the pitcher.,0,2578
2579,Tamara poured at water into the bowl.,1,2579
2580,Tamara poured water onto the plants.,1,2580
2581,Water pours easily onto the plants.,1,2581
2582,Water poured onto the plants.,1,2582
2583,Cora coiled the rope around the post.,1,2583
2584,Cora coiled the post with the rope.,0,2584
2585,Cora coiled at the rope around the post.,0,2585
2586,The rope coiled around the post.,0,2586
2587,That kind of rope coils easily around the post.,1,2587
2588,Cora coiled around the post.,0,2588
2589,Jessica loaded boxes onto the wagon.,1,2589
2590,Jessica loaded boxes into the wagon.,1,2590
2591,Jessica sprayed paint onto the table.,1,2591
2592,Jessica sprayed paint under the table.,1,2592
2593,Jessica sprayed paint over the table.,1,2593
2594,Jessica sprayed paint on the wall.,0,2594
2595,Paint sprayed on the wall.,1,2595
2596,Jessica sprayed the wall with paint.,1,2596
2597,The wall sprayed with paint.,1,2597
2598,Jessica squirted water at me.,1,2598
2599,Jessica sprayed water at me.,1,2599
2600,Jessica splashed water at me.,1,2600
2601,Jessica loaded boxes at the truck.,1,2601
2602,Jessica stuffed boxes at the truck.,0,2602
2603,Leslie staffed the store with employees.,1,2603
2604,Leslie staffed employees in the store.,1,2604
2605,The store staffed with employees.,0,2605
2606,The employees staffed the store.,1,2606
2607,Leigh swaddled the baby with blankets.,0,2607
2608,Lora buttered the toast.,1,2608
2609,Lora buttered unsalted butter on the toast.,1,2609
2610,Lora buttered the toast with unsalted butter.,0,2610
2611,Lora buttered at the toast with unsalted butter.,1,2611
2612,The toast buttered with unsalted butter.,0,2612
2613,The toast buttered.,0,2613
2614,Lydia pocketed the change.,1,2614
2615,Lydia pocketed her pocket with the change.,1,2615
2616,The change pocketed.,1,2616
2617,Doug removed the scratches from the tabletop.,1,2617
2618,Doug removed the scratches from around the sink.,1,2618
2619,Doug removed the scratches out of the drawer.,1,2619
2620,Doug removed the scratches to nowhere.,1,2620
2621,Doug removed the tabletop of scratches.,0,2621
2622,Doug removed at the scratches from the tabletop.,0,2622
2623,The scratches removed from the tabletop.,1,2623
2624,The king banished the general from the army.,1,2624
2625,The king banished the general to a mountain fortress.,0,2625
2626,The king banished the general from the palace to a mountain fortress.,0,2626
2627,The king banished at the general from the army.,1,2627
2628,The general banished from the army.,0,2628
2629,Doug cleared the dishes from under the rack.,0,2629
2630,Doug cleared the table.,1,2630
2631,Doug cleared at the table of dishes.,0,2631
2632,Doug cleared at the table.,1,2632
2633,The strong winds cleared the skies.,0,2633
2634,The strong winds slowly cleared the clouds from the sky.,1,2634
2635,Brian wiped the fingerprints from the counter.,0,2635
2636,Brian wiped the fingerprints from inside the cupboard.,0,2636
2637,Brian wiped the fingerprints from under the cupboard.,1,2637
2638,Brian wiped the fingerprints from outside the cupboard.,0,2638
2639,Brian wiped the counter of fingerprints.,0,2639
2640,Brian wiped the counter.,1,2640
2641,Paula trimmed the bush.,0,2641
2642,Brian was wiping the counter.,0,2642
2643,Brian was wiping.,0,2643
2644,Brian was wiping the wall behind the stove.,1,2644
2645,Carla shoveled the snow from the walk.,0,2645
2646,Carla shoveled the snow from under the bushes.,1,2646
2647,Carla shoveled the snow from among the bushes.,1,2647
2648,Carla shoveled the snow from near the bushes.,1,2648
2649,Carla shoveled the walk of snow.,1,2649
2650,Carla shoveled at the walk.,1,2650
2651,Carla was shoveling the walk.,1,2651
2652,Carla was shoveling.,1,2652
2653,Carla mopped the floor under the furniture.,1,2653
2654,Carla mopped under the furniture.,0,2654
2655,The thief stole the painting for Mr. Smith.,1,2655
2656,The thief stole Mr. Smith the painting.,1,2656
2657,The thief stole at the painting from the museum.,0,2657
2658,The painting stole from the museum.,0,2658
2659,The doctor cured pneumonia from Pat.,1,2659
2660,Pat cured of pneumonia.,0,2660
2661,The swindler cheated Pat of her fortune.,1,2661
2662,The cook boned the fish.,0,2662
2663,The fish boned.,1,2663
2664,The fish scrubbed.,0,2664
2665,The men mined the gold.,1,2665
2666,The gold mined.,1,2666
2667,Nora sent the book from Paris.,0,2667
2668,Nora sent the book to London.,1,2668
2669,Nora sent the book from Paris to London.,0,2669
2670,Nora sent the book to Peter.,0,2670
2671,Nora sent at the book to Peter.,1,2671
2672,The book sent to Peter.,0,2672
2673,Nora sent books to children.,0,2673
2674,Books send easily to children.,1,2674
2675,Carla slid the books across the table.,0,2675
2676,Carla slid the book to Dale.,0,2676
2677,Carla slid Dale the book.,1,2677
2678,Carla slid at the book to Dale.,1,2678
2679,The books slid across the table.,0,2679
2680,Carla slid those books across the table.,1,2680
2681,Those books slide across the table easily.,1,2681
2682,Nora brought the book to the meeting.,1,2682
2683,Nora brought the book to Pamela.,0,2683
2684,Nora brought the book from horne.,1,2684
2685,Nora brought Pamela the book.,1,2685
2686,Nora brought at the book to the meeting.,0,2686
2687,The book brought to the meeting.,1,2687
2688,The book brings easily to the meeting.,1,2688
2689,Amanda carried the package.,0,2689
2690,Amanda carried the package from Boston.,1,2690
2691,Amanda carried the package to New York.,0,2691
2692,Amanda carried the package from Boston to New York.,1,2692
2693,Amanda carried at the package to New York.,0,2693
2694,The package carried to New York.,0,2694
2695,The package carried.,0,2695
2696,Amanda carried packages to New York.,1,2696
2697,Amanda carried packages.,0,2697
2698,Packages carry easily to New York.,0,2698
2699,Amanda drove the package from Boston to New York.,0,2699
2700,Amanda drove the package to New York.,0,2700
2701,Amanda drove the package from Boston.,0,2701
2702,Amanda drove the package.,1,2702
2703,Amanda drove the package to Pamela.,0,2703
2704,Amanda drove at the package to New York.,1,2704
2705,Amanda drove at the package.,1,2705
2706,The package drove to New York.,0,2706
2707,The package drove.,0,2707
2708,Amanda drove packages to New York.,1,2708
2709,Amanda drove packages.,0,2709
2710,Packages drive easily.,0,2710
2711,Nora pushed the chair.,0,2711
2712,Nora pushed at the chair.,0,2712
2713,Nora pushed on the chair.,1,2713
2714,Nora pushed against the chair.,1,2714
2715,Nora pushed through the crowd.,1,2715
2716,Nora pushed her way through the crowd.,0,2716
2717,Nora pushed the chair against the wall.,1,2717
2718,They lent a bicycle to me.,0,2718
2719,They lent me a bicycle.,1,2719
2720,They lent me with a bicycle.,0,2720
2721,A bicycle lent.,1,2721
2722,A bicycle lent to me.,1,2722
2723,We contributed our paycheck to her.,0,2723
2724,We contributed her our paycheck.,1,2724
2725,We contributed her with our paycheck.,0,2725
2726,Our paycheck contributed.,0,2726
2727,We offered a job behind her.,1,2727
2728,We offered her a job.,1,2728
2729,We offered her with a job.,0,2729
2730,A job offered to her.,0,2730
2731,Brown presented Jones with a plaque.,0,2731
2732,The presentation of a plaque was a proud moment.,0,2732
2733,Brown equipped Jones with a camera.,1,2733
2734,Brown equipped a camera near Jones.,0,2734
2735,Brown equipped a camera next to Jones.,1,2735
2736,Brown equipped a camera at Jones.,1,2736
2737,Brown equipped a camera to Jones.,1,2737
2738,Brown equipped Jones a camera.,1,2738
2739,Carmen bought a dress.,0,2739
2740,Carmen bought a dress at Bloomingdale's.,1,2740
